pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,office11,candidate11_1
MECKLENBURG-20221108-SAMPLE-E-B0099-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0099-GEN.pdf,NC Superior Court Judge District 26D - Seat 1,David H. Strickland,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
ROWAN-20221108-SAMPLE-E-B0032-SUMNER-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROWAN-20221108-SAMPLE-E-B0032-SUMNER-GEN.pdf,NC Superior Court Judge District 19C - Seat 1,Michael Adkins,- VOTE BOTH SIDES -,,NC District Court Judge District 19C - Seat 1,Chris Sease,,NC District Court Judge District 19C - Seat 2,Beth Dixon,,NC District Court Judge District 19C - Seat 3,Cynthia Dry,,NC District Court Judge District 19C - Seat 4,James Randolph,,,,,,,,,,,,,,,
ONSLOW-20221108-SAMPLE-V-B0010-HR17_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0010-HR17_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,Republican Party,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0010-GEN.pdf,NC Superior Court Judge District 10A - Seat 1,Paul C. Ridgeway,,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0072-501-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0072-501-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0090-704-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0090-704-GEN.pdf,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,,,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
CALDWELL-20221108-SAMPLE-E-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CALDWELL-20221108-SAMPLE-E-B0003-GEN.pdf,NC Superior Court Judge District 25A - Seat 2,Daniel (Dan) Kuehnert,- VOTE BOTH SIDES -,,NC District Court Judge District 25 - Seat 1,David W. Aycock,,NC District Court Judge District 25 - Seat 2,Wes W. Barkley,,NC District Court Judge District 25 - Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 - Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 - Seat 5,Amy Sigmon Walker,NC District Court Judge District 25 - Seat 6,Clifton H. Smith,,NC District Court Judge District 25 - Seat 7,Mark L. Killian,NC District Court Judge District 25 - Seat 8 Unexpired term ending 2025,Scott D. Conrad,Steve B. Potter,,,,
YADKIN-20221108-SAMPLE-E-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/YADKIN-20221108-SAMPLE-E-B0003-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0030-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0030-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
MECKLENBURG-20221108-SAMPLE-E-B0020-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0020-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
CUMBERLAND-20221108-SAMPLE-E-B0082-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0082-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
ROWAN-20221108-SAMPLE-E-B0034-UNITY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROWAN-20221108-SAMPLE-E-B0034-UNITY-GEN.pdf,NC Superior Court Judge District 19C - Seat 1,Michael Adkins,- VOTE BOTH SIDES -,,NC District Court Judge District 19C - Seat 1,Chris Sease,,NC District Court Judge District 19C - Seat 2,Beth Dixon,,NC District Court Judge District 19C - Seat 3,Cynthia Dry,,NC District Court Judge District 19C - Seat 4,James Randolph,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0092-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0092-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0055-203-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0055-203-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0016-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
BUNCOMBE-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/BUNCOMBE-20221108-SAMPLE-E-B0002-GEN.pdf,NC Superior Court Judge District 28 - Seat 1,Jacqueline Grant,- VOTE BOTH SIDES -,,NC District Court Judge District 28 - Seat 1,Ward D. Scott,,NC District Court Judge District 28 - Seat 2,Julie M. Kepple,,NC District Court Judge District 28 - Seat 3,Patricia Kaufmann Young,,NC District Court Judge District 28 - Seat 4,Susan (Smitty) Dotson-Smith,,NC District Court Judge District 28 - Seat 5,Ed Clontz,,,,,,,,,,,,
BUNCOMBE-20221108-SAMPLE-E-B0012-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/BUNCOMBE-20221108-SAMPLE-E-B0012-GEN.pdf,NC Superior Court Judge District 28 - Seat 1,Jacqueline Grant,- VOTE BOTH SIDES -,,NC District Court Judge District 28 - Seat 1,Ward D. Scott,,NC District Court Judge District 28 - Seat 2,Julie M. Kepple,,NC District Court Judge District 28 - Seat 3,Patricia Kaufmann Young,,NC District Court Judge District 28 - Seat 4,Susan (Smitty) Dotson-Smith,,NC District Court Judge District 28 - Seat 5,Ed Clontz,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0006-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
VANCE-20221108-SAMPLE-E-B0038-SCRK_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0038-SCRK_07-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0012-HTOP_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0012-HTOP_05-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0022-NH_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0022-NH_05-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20221108-SAMPLE-U-B0013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/PITT-20221108-SAMPLE-U-B0013-GEN.pdf,NC Superior Court Judge District 3A - Seat 2,Marvin Blount,,,NC District Court Judge District 3A - Seat 1,Daniel Hines Entzminger,,NC District Court Judge District 3A - Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,
PITT-20221108-SAMPLE-U-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/PITT-20221108-SAMPLE-U-B0003-GEN.pdf,NC Superior Court Judge District 3A - Seat 2,Marvin Blount,,,NC District Court Judge District 3A - Seat 1,Daniel Hines Entzminger,,NC District Court Judge District 3A - Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,
JOHNSTON-20221108-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/JOHNSTON-20221108-SAMPLE-E-B0001-GEN.pdf,NC Superior Court Judge District 11B - Seat 1,Tom Lock,,,NC Superior Court Judge District 11B - Seat 2,Paul A. Holcombe,,NC District Court Judge District 11 - Seat 1,Joy A. Jones,,NC District Court Judge District 11 - Seat 2,Travis Wheeler,,NC District Court Judge District 11 - Seat 3,Jason P. Kimble,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0032-15_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0032-15_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0101-806-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0101-806-GEN.pdf,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,,,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0010-HTOP_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0010-HTOP_01-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABARRUS-20221108-SAMPLE-E-B0014-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CABARRUS-20221108-SAMPLE-E-B0014-GEN.pdf,NC Superior Court Judge District 19A - Seat 1,Martin B. (Marty) McGee,,,NC District Court Judge District 19A - Seat 2,Beth Street,Juanita Boger-Allen,NC District Court Judge District 19A - Seat 3,Steve Grossman,,NC District Court Judge District 19A - Seat 4,Brent Cloninger,,NC District Court Judge District 19A - Seat 1,Christy E. Wilhelm,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
CABARRUS-20221108-SAMPLE-E-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CABARRUS-20221108-SAMPLE-E-B0004-GEN.pdf,NC Superior Court Judge District 19A - Seat 1,Martin B. (Marty) McGee,- VOTE BOTH SIDES -,,NC District Court Judge District 19A - Seat 1,Christy E. Wilhelm,,NC District Court Judge District 19A - Seat 2,Beth Street,Juanita Boger-Allen,NC District Court Judge District 19A - Seat 3,Steve Grossman,,NC District Court Judge District 19A - Seat 4,Brent Cloninger,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0011-HTOP_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0011-HTOP_03-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRY-20221108-SAMPLE-E-B0005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/SURRY-20221108-SAMPLE-E-B0005-GEN.pdf,NC District Court Judge District 17B - Seat 3,Marion M. Boone,,,NC District Court Judge District 17B - Seat 1,Gretchen Hollar Kirkman,,NC District Court Judge District 17B - Seat 2,Tom Langan,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0026-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0026-GEN.pdf,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0036-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0036-GEN.pdf,NC Superior Court Judge District 10A - Seat 1,Paul C. Ridgeway,,,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0044-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0044-GEN.pdf,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0107-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0107-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
WAKE-20221108-SAMPLE-U-B0054-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0054-GEN.pdf,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0117-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0117-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
EDGECOMBE-20221108-SAMPLE-E-B0007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/EDGECOMBE-20221108-SAMPLE-E-B0007-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0027-13_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0027-13_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0029-067-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0029-067-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0022-055-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0022-055-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
LEE-20221108-SAMPLE-E-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/LEE-20221108-SAMPLE-E-B0004-GEN.pdf,NC District Court Judge District 11 - Seat 2,Travis Wheeler,,,NC District Court Judge District 11 - Seat 3,Jason P. Kimble,,NC District Court Judge District 11 - Seat 1,Joy A. Jones,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0074-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0074-GEN.pdf,NC Superior Court Judge District 26D - Seat 1,David H. Strickland,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
